Advertiser,Campaign,Site (CM360),Placement,Ad,Creative,Date,Impressions,Clicks,Click Rate
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/21/25,438,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/22/25,680,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/23/25,1679,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/24/25,1829,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/25/25,1664,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/26/25,1865,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Inspire-TLP-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Inspire-TLP-DE-Grn-320x50-NA,7/27/25,2332,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/21/25,504,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/22/25,770,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/23/25,1739,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/24/25,1908,1,0.05
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/25/25,1656,2,0.12
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/26/25,1901,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Beach-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Beach-DE-Grn-320x50-NA,7/27/25,2077,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/21/25,430,1,0.23
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/22/25,758,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/23/25,1831,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/24/25,1893,1,0.05
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/25/25,1643,1,0.06
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/26/25,1912,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Pizza-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Pizza-DE-Grn-320x50-NA,7/27/25,2043,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/21/25,467,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/22/25,707,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/23/25,1785,1,0.06
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/24/25,1968,2,0.1
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/25/25,1598,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/26/25,1937,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25InMarket-Restore-Shopping-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Restore-Shopping-DE-Grn-320x50-NA,7/27/25,2051,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/21/25,351,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/22/25,370,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/23/25,368,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/24/25,441,1,0.23
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/25/25,377,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/26/25,295,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-Jazz-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-320x50-NA,7/27/25,650,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/21/25,159,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/22/25,117,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/23/25,283,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/24/25,289,1,0.35
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/25/25,266,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/26/25,198,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-WBW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-320x50-NA,7/27/25,246,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-YWW-DE-Grn-320x50-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~320x50_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25P1-Excite-YWW-DE-Grn-320x50-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-320x50-NA,7/21/25,400,0,0
